title,overview,release_date,Year,Month,Day,vote_average,vote_count,popularity,production_companies,runtime,budget,revenue,profit,ROI,genres,Action,Adventure,Science Fiction,Drama,Thriller,Comedy,Animation,Fantasy,Horror,Romance,Mystery,Documentary,Music,Western,Crime
The Edge of Seventeen,"Two high school girls are best friends until one dates the other's older brother, who is totally his sister's nemesis.",2016-11-18,2016,11,18,7.174,3833,21.916,"['Tang Media Productions', 'Gracie Films', 'STX Films', 'Huayi Brothers Pictures']",105,9,18,9,1.1,"['Comedy', 'Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Gods of Egypt,A common thief joins a mythical god on a quest through Egypt.,2016-02-25,2016,2,25,5.627,3819,28.159,"['Thunder Road', 'Pyramania', 'Summit Entertainment', 'Mystery Clock Cinema', 'TIK Films', 'Lionsgate', 'Fin Design & Effects']",127,140,150,10,0.1,"['Action', 'Adventure', 'Fantasy']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Lights Out,"Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",2016-07-21,2016,7,21,6.332,3613,22.694,"['Warner Bros. Pictures', 'New Line Cinema', 'Atomic Monster', 'Grey Matter Productions', 'Dune Entertainment']",81,4,148,143,29.4,"['Horror', 'Thriller', 'Mystery']",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"Hail, Caesar!","When a Hollywood star mysteriously disappears in the middle of filming, the studio sends their fixer to get him back.",2016-02-05,2016,2,5,5.913,3568,22.354,"['Universal Pictures', 'Mike Zoss Productions', 'Working Title Films']",106,22,63,41,1.9,"['Comedy', 'Crime', 'Mystery']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
The Boy,"An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.",2016-01-22,2016,1,22,5.946,3560,19.967,"['Lakeshore Entertainment', 'Vertigo Entertainment', 'STX Films']",97,10,73,63,6.4,"['Horror', 'Thriller', 'Mystery']",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
The Neon Demon,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",2016-05-31,2016,5,31,6.534,3522,16.341,"['Bold Films', 'Space Rocket Nation', 'Gaumont', 'Wild Bunch', 'MEDIA sub-programme of Creative Europe', 'Det Danske Filminstitut', 'DR']",118,7,3,-3,-0.5,"['Thriller', 'Horror']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Underworld: Blood Wars,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.",2016-11-24,2016,11,24,5.839,3416,36.46,"['Lakeshore Entertainment', 'Screen Gems', 'Sketch Films']",91,35,81,46,1.3,"['Fantasy', 'Action', 'Thriller', 'Horror']",1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
The Angry Birds Movie,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.",2016-05-11,2016,5,11,6.206,3371,34.896,"['Columbia Pictures', 'Rovio Entertainment', 'Rovio Animation']",97,73,349,276,3.8,"['Animation', 'Adventure', 'Comedy']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Kubo and the Two Strings,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",2016-08-18,2016,8,18,7.64,3358,26.019,"['Laika Entertainment', 'Focus Features']",102,60,76,16,0.3,"['Animation', 'Adventure', 'Family']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Trolls,"From the creators of Shrek comes the most smart, funny, irreverent animated comedy of the year, DreamWorks' Trolls. This holiday season, enter a colorful, wondrous world populated by hilariously unforgettable characters and discover the story of the overly optimistic Trolls, with a constant song on their lips, and the comically pessimistic Bergens, who are only happy when they have trolls in their stomach. Featuring original music from Justin Timberlake, and soon-to-be classic mash-ups of songs from other popular artists, the film stars the voice talents of Anna Kendrick, Justin Timberlake, Russell Brand, James Corden, Kunal Nayyar, Ron Funches, Icona Pop, Gwen Stefani, and many more. DreamWorks' TROLLS is a fresh, broad comedy filled with music, heart and hair-raising adventures. In November of 2016, nothing can prepare you for our new Troll world.",2016-10-13,2016,10,13,6.671,3307,47.766,"['DreamWorks Animation', '20th Century Fox']",92,125,346,221,1.8,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy', 'Music']",0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
Swiss Army Man,"Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.",2016-06-24,2016,6,24,6.921,3259,26.953,"['BlackBird', 'Tadmor', 'Astrakan Films AB', 'Cold Iron Pictures', 'Prettybird']",97,3,4,1,0.6,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']",0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
Teenage Mutant Ninja Turtles: Out of the Shadows,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.",2016-06-01,2016,6,1,6.006,3253,38.945,"['5150 Action', 'Paramount', 'Nickelodeon Movies', 'Platinum Dunes', 'Gama Entertainment Partners']",112,135,245,110,0.8,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13 Hours: The Secret Soldiers of Benghazi,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,2016-01-14,2016,1,14,7.27,3215,40.653,"['Paramount', '3 Arts Entertainment', 'Bay Films', 'Latina Pictures', 'Dune Films']",144,50,69,19,0.4,"['War', 'Action', 'History', 'Drama']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The BFG,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!",2016-06-01,2016,6,1,6.3,3137,34.962,"['Walt Disney Pictures', 'Amblin Entertainment', 'Reliance Entertainment', 'Walden Media', 'The Kennedy/Marshall Company']",117,140,195,55,0.4,"['Adventure', 'Family', 'Fantasy']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
A Monster Calls,A boy imagines a monster that helps him deal with his difficult life and see the world in a different way.,2016-10-07,2016,10,7,7.264,3120,21.969,"['River Road Entertainment', 'Participant', 'Apaches Entertainment', 'La Trini', 'A Monster Calls AIE', 'Telecinco Cinema', 'Summit Entertainment', 'Focus Features']",108,43,47,4,0.1,"['Drama', 'Fantasy']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Mechanic: Resurrection,"Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents.",2016-08-25,2016,8,25,5.972,3087,32.551,"['Davis Films', 'ME2 Productions', 'Millennium Media', 'Chartoff-Winkler Productions', 'Summit Entertainment']",98,40,125,85,2.1,"['Action', 'Crime', 'Thriller']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
How to Be Single,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.",2016-02-08,2016,2,8,6.246,3050,22.742,"['New Line Cinema', 'Metro-Goldwyn-Mayer', 'Flower Films']",110,38,112,74,2.0,"['Comedy', 'Romance']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Raw,"In Justine’s family everyone is a vet and a vegetarian. At 16, she’s a gifted teen ready to take on her first year in vet school, where her older sister also studies. There, she gets no time to settle: hazing starts right away. Justine is forced to eat raw meat for the first time in her life. Unexpected consequences emerge as her true self begins to form.",2016-11-11,2016,11,11,7.1,2937,18.586,"['Wild Bunch', 'Rouge International', 'BeTV', 'Frakas Productions', 'RTBF', 'Petit Film', 'VOO', 'Ezekiel Film Production']",99,3,4,0,0.2,"['Drama', 'Horror']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Resident Evil: The Final Chapter,"Picking up immediately after the events in Resident Evil: Retribution, Alice is the only survivor of what was meant to be humanity's final stand against the undead. Now, she must return to where the nightmare began - The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",2016-12-23,2016,12,23,6.109,2865,1.795,"['Screen Gems', 'Constantin Film', 'Impact Pictures', 'Davis Films']",107,40,312,272,6.8,"['Action', 'Horror', 'Science Fiction']",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Silence,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",2016-12-22,2016,12,22,7.118,2824,18.493,"['Waypoint Entertainment', 'Cappa Defina Productions', 'CatchPlay', 'Fábrica de Cine', 'SharpSword Films', 'Sikelia Productions', 'EFO Films']",161,46,23,-22,-0.5,"['Drama', 'History']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Money Monster,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,2016-05-12,2016,5,12,6.446,2766,14.0,"['The Allegiance Theater', 'TriStar Pictures', 'LStar Capital', 'Smoke House Pictures', 'Sony Pictures']",98,27,93,66,2.5,"['Thriller', 'Drama']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Bridget Jones's Baby,"After breaking up with Mark Darcy, Bridget Jones's 'happily ever after' hasn't quite gone according to plan. Fortysomething and single again, she decides to focus on her job as top news producer and surround herself with old friends and new. For once, Bridget has everything completely under control. What could possibly go wrong? Then her love life takes a turn and Bridget meets a dashing American named Jack, the suitor who is everything Mr. Darcy is not. In an unlikely twist she finds herself pregnant, but with one hitch she can only be fifty percent sure of the identity of her baby's father.",2016-09-14,2016,9,14,6.417,2745,16.409,"['Working Title Films', 'Perfect World Pictures', 'StudioCanal', 'Universal Pictures', 'Miramax']",123,35,211,176,5.1,"['Comedy', 'Romance']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Café Society,"The story of a young man who arrives in Hollywood during the 1930s hoping to work in the film industry, falls in love, and finds himself swept up in the vibrant café society that defined the spirit of the age.",2016-05-11,2016,5,11,6.456,2544,15.784,"['Perdido Productions', 'Gravier Productions', 'FilmNation Entertainment', 'Amazon Studios']",97,30,43,13,0.5,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Fences,"In 1950s Pittsburgh, a frustrated African-American father struggles with the constraints of poverty, racism, and his own inner demons as he tries to raise a family.",2016-12-16,2016,12,16,6.874,2459,20.855,"['Paramount', 'Scott Rudin Productions', 'MACRO', 'Bron Studios', 'Escape Artists']",139,24,64,40,1.7,['Drama'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Green Room,"A punk rock band becomes trapped in a secluded venue after finding a scene of violence. For what they saw, the band themselves become targets of violence from a gang of white power skinheads, who want to eliminate all evidence of the crime.",2016-04-15,2016,4,15,6.709,2457,15.31,"['filmscience', 'Broad Green Pictures']",95,5,3,-1,-0.2,"['Horror', 'Crime', 'Thriller']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Patriots Day,"In the aftermath of an unspeakable act of terror, Police Sergeant Tommy Saunders joins courageous survivors, first responders and investigators in a race against the clock to hunt down the Boston Marathon bombers before they strike again.",2016-12-12,2016,12,12,7.042,2408,20.131,"['TIK Films', 'CBS Films', 'Closest to the Hole Productions', 'Bluegrass Films', 'Hutch Parker Entertainment', 'Leverage']",133,45,50,5,0.1,"['Action', 'Crime', 'Drama', 'History', 'Thriller']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Mike and Dave Need Wedding Dates,"Mike and Dave are young, adventurous, fun-loving brothers who tend to get out of control at family gatherings. When their sister Jeanie reveals her Hawaiian wedding plans, the rest of the Stangles insist that the brothers bring respectable dates. After placing an ad on Craigslist, the siblings decide to pick Tatiana and Alice, two charming and seemingly normal women. Once they arrive on the island, however, Mike and Dave realize that their companions are ready to get wild and party.",2016-07-07,2016,7,7,6.06,2345,18.641,"['Chernin Entertainment', 'TSG Entertainment', '20th Century Fox']",98,33,77,44,1.3,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ouija: Origin of Evil,"In 1965 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side.",2016-10-20,2016,10,20,6.124,2285,19.737,"['Platinum Dunes', 'Universal Pictures', 'Allspark Pictures', 'Blumhouse Productions', 'Hasbro']",99,9,81,72,8.1,['Horror'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jackie,"An account of the days of First Lady, Jacqueline Kennedy, in the immediate aftermath of John F. Kennedy's assassination in 1963.",2016-12-02,2016,12,2,6.443,2194,14.296,"['Fox Searchlight Pictures', 'Why Not Productions', 'Wild Bunch', 'Protozoa Pictures', 'Bliss Media', 'Endemol Shine North America', 'Fabula', 'LD Entertainment']",100,9,13,4,0.6,['Drama'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Storks,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",2016-09-22,2016,9,22,6.636,2159,26.751,"['RatPac Entertainment', 'Warner Bros. Pictures Animation', 'Warner Bros. Pictures']",87,70,182,112,1.6,"['Adventure', 'Animation', 'Comedy', 'Family']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Grimsby,"Wrongfully accused and on the run, a top MI6 assassin joins forces with his long-lost, football hooligan brother to save the world from a sinister plot.",2016-02-24,2016,2,24,5.929,2136,22.538,"['Working Title Films', 'Columbia Pictures', 'Sony Pictures Releasing', 'Big Talk Productions', 'Four by Two Films', 'LStar Capital', 'Village Roadshow Pictures', 'Sony Pictures', 'Blue Sky Films']",83,35,27,-7,-0.2,"['Action', 'Comedy']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sing Street,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,2016-03-11,2016,3,11,7.879,2113,20.307,"['Cosmo Film', 'Filmwave Pictures', 'Distressed Films', 'FilmNation Entertainment', 'Likely Story', 'PalmStar Media']",106,4,13,9,2.4,"['Comedy', 'Romance', 'Drama', 'Music']",0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
Zoolander 2,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,2016-02-06,2016,2,6,4.889,2086,27.29,"['Scott Rudin Productions', 'Red Hour']",100,50,56,6,0.1,"['Comedy', 'Adventure', 'Action']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Pete's Dragon,"For years, old wood carver Mr. Meacham has delighted local children with his tales of the fierce dragon that resides deep in the woods of the Pacific Northwest. To his daughter, Grace, who works as a forest ranger, these stories are little more than tall tales... until she meets Pete, a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. And from Pete's descriptions, Elliott seems remarkably similar to the dragon from Mr. Meacham's stories. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",2016-08-10,2016,8,10,6.378,2084,17.414,['Whitaker Entertainment'],103,65,143,78,1.2,"['Adventure', 'Family', 'Fantasy']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Pride and Prejudice and Zombies,"A zombie outbreak has fallen upon the land in this reimagining of Jane Austen's classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet is a master of martial arts and weaponry and the handsome Mr. Darcy is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",2016-02-04,2016,2,4,6.146,2030,21.01,"['Screen Gems', 'Handsomecharlie Films', 'Cross Creek Pictures', 'Darko Entertainment', 'Panorama Media', 'QC Entertainment', 'MadRiver Pictures', 'Allison Shearmur Productions', 'Head Gear Films', 'PPZ Holdings', 'Sierra/Affinity', 'Stage 6 Films']",108,28,16,-11,-0.4,"['Romance', 'Horror', 'Comedy', 'Thriller']",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
Triple 9,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,2016-02-19,2016,2,19,5.963,1971,19.015,"['Surefire Capital', 'Worldview Entertainment', 'Sierra Pictures', 'Anonymous Content', 'MadRiver Pictures']",115,20,12,-7,-0.4,"['Action', 'Crime', 'Adventure', 'Thriller']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Eddie the Eagle,"The feel-good story of Michael 'Eddie' Edwards, an unlikely but courageous British ski-jumper who never stopped believing in himself—even as an entire nation was counting him out. With the help of a rebellious and charismatic coach, Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.",2016-02-25,2016,2,25,7.176,1968,13.513,"['Studio Babelsberg', 'Marv Films', 'Saville Productions']",106,23,46,23,1.0,"['Comedy', 'Drama', 'History', 'Adventure']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Office Christmas Party,"When Carol Vanstone, CEO of the technology company Zenotek, expresses her intention to close the Chicago branch, run by her brother Clay, he and his co-workers organize a Christmas party in an effort to impress a potential client and save their jobs. But the party gets out of control…",2016-11-25,2016,11,25,5.652,1906,17.396,"['Bluegrass Films', 'Entertainment 360']",105,45,114,69,1.5,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
